X1,X2,X3,X4,X5,X6,X7,X8,y_deterministic,y
0.712,0.436,0.208,0.755,0.136,1.242,0.919,1.046,1.412,1.125
0.289,0.95,0.208,0.718,1.66,-0.177,-0.471,0.856,0.39,0.469
0.276,0.637,0.454,0.649,-3,0.8,-1.253,-0.899,0.886,1.072
0.844,0.899,0.433,0.577,0.401,-2.628,-1.807,-0.394,1.631,2.21
0.276,0.637,0.901,0.373,-0.254,0.8,-0.347,0.499,1.775,1.662
0.309,0.218,0.147,0.47,-1.508,-0.749,0.775,-0.973,0.575,0.732
0.411,0.637,0.605,0.742,0.314,0.97,-1.039,0.217,0.612,0.47
0.661,0.946,0.771,0.734,-0.11,0.208,0.315,-0.445,1.081,1.072
0.405,0.041,0.439,0.401,0.596,0.617,-1.648,1.046,2.271,3.371
0.016,0.237,0.187,0.634,1.391,1.331,-2.435,-0.483,0.092,0.119
0.309,0.637,0.479,0.414,-0.581,-0.723,1.067,-1.557,0.493,0.681
0.117,0.722,0.645,0.644,-0.409,-0.177,-0.347,-0.58,0.309,0.363
0.53,0.866,0.949,0.016,0.002,-0.369,1.373,-0.748,4.635,5.046
0.411,0.29,0.942,0.703,-0.625,0.109,0.204,1.046,1.41,1.807
0.106,0.163,0.252,0.703,-0.641,-1.24,0.426,-3,-0.043,-0.053
0.905,0.899,0.145,0.499,1.391,1.856,-0.515,-0.748,1.989,2.286
0.808,0.009,0.387,0.828,-2.028,0.69,-1.19,-0.217,2.232,2.428
0.276,0.163,0.471,0.348,-2.028,1.242,1.232,-0.394,1.88,1.214
0.952,0.562,0.534,0.811,-0.765,-1.24,-0.515,-0.394,1.536,1.754
0.408,0.562,0.585,0.634,0.596,0.8,-0.988,0.938,1.259,1.155
0.44,0.436,0.969,0.675,-1.22,0.208,-0.347,-0.778,1.612,0.84
0.102,0.29,0.808,0.345,-2.028,0.97,-0.108,-0.748,1.54,1.818
0.583,0.976,0,0.044,0.136,-2.628,0.387,0.003,2.844,1.889
0.411,0.866,0.401,0.234,0.308,-0.696,-0.669,0.988,1.572,2.218
0.905,0.314,0.949,0.435,0.981,1.143,0.204,-1.172,3.313,2.744
0.661,0.163,0.034,0.885,0.245,-0.696,0.478,-1.448,0.73,0.67
0.672,0.844,0.608,0.264,-0.055,0.97,-0.537,-2.691,2.114,2.956
0.468,0.738,0.129,0.33,0.401,-0.369,-0.669,-2.691,1.297,0.663
0.571,0.314,0.935,0.075,1.329,-0.369,-2.435,2.268,4.92,6.066
0.359,0.041,0.087,0.333,-0.765,-0.437,-0.124,-0.412,1.563,1.967
0,0.79,0.483,0.48,0.076,0.109,1.067,-0.58,-0.231,-0.334
0.808,0.163,0.281,0.738,0.076,1.331,-0.083,-0.412,1.723,1.406
0.383,0.71,0.047,0.353,-1.22,-0.369,0.204,0.003,0.811,0.775
0.518,0.637,0.771,0.455,0.002,-2.628,-0.921,-1.172,1.555,0.997
0.783,0.806,0.771,0.541,0.981,-1.052,-0.959,2.027,2.139,2.424
0.093,0.101,0.544,0.325,0.136,-0.177,0.023,-0.58,1.248,1.122
0.774,0.355,0.808,0.577,0.259,0.97,0.919,-1.282,2.417,3.247
0.538,0.967,0.929,0.609,1.207,-1.24,-0.921,0.335,1.766,2.028
0.359,0.6,0.497,0.846,0.048,-0.369,1.067,-0.58,-0.052,-0.051
0.524,0.355,0.454,0.218,-0.055,-0.177,0.775,0.472,1.855,2.39
0.86,0.637,0.629,0.027,0.215,-0.696,0.775,0.551,4.498,3.29
0.876,0.95,0.585,0.925,0.725,-0.437,0.983,0.813,0.728,1.054
0.896,0.637,0.853,0.387,1.207,0.8,-0.669,1.123,3.139,2.092
0.935,0.806,0.771,0.557,0.596,1.331,0.478,0.777,2.373,3.108
0.538,0.218,0.462,0.353,1.599,-2.628,-1.336,0.729,2.241,2.979
0.905,0.866,0.715,0.121,0.596,-2.628,0.919,-0.778,2.83,1.742
0.868,0.009,0.252,0.153,0.58,-0.369,-0.374,0.003,3.526,5.152
0.025,0.826,0.401,0.08,0.238,-1.087,-0.745,-0.394,1.937,2.83
0.034,0.637,0.979,0.191,0.596,-0.177,1.067,-0.58,1.54,1.128
0.025,0.866,0.506,0.35,-0.055,0.208,-0.404,-1.448,0.562,0.286
0.276,0.844,0.771,0.925,-0.18,0.208,2.292,-0.445,-0.403,-0.565
0.672,0.514,0.281,0.01,1.207,0.398,0.523,0.097,5.343,5.326
0.672,0.254,0.158,0.003,-0.409,-2.628,0.334,-1.068,6.21,4.448
0.157,0.899,0.331,0.715,0.229,-0.696,1.498,0.572,-0.732,-0.366
0.289,0.738,0.518,0.393,0.596,0.398,-0.959,2.268,1.206,1.394
0,0.041,0.629,0.703,-1.22,-1.132,-1.648,1.257,0.927,0.892
0.209,0.637,0.889,0.609,1.329,-0.177,0.983,0.393,0.828,0.659
0.783,0.436,0.065,0.813,-0.224,0.398,-0.347,0.66,1.143,0.726
0.209,0.436,0.129,0.991,-0.958,1.143,1.498,-0.291,0.279,0.278
0.538,0.866,0.252,0.115,-1.508,0.723,0.315,0.003,2.339,2.33
0.538,0.844,0.67,0.627,-0.641,-0.749,-0.124,1.348,0.955,0.663
0.146,0.637,0.226,0.49,-0.409,0.97,1.112,-0.811,0.654,0.929
0.157,0.289,0.147,0.781,0.076,-0.177,-0.347,-0.628,0.108,0.105
0.712,0.866,0.123,0.353,0.259,-0.437,0.426,-1.127,1.27,1.084
0.44,0.614,0.087,0.278,-1.22,-0.177,0.339,0.335,1.198,1.476
0.583,0.548,0.617,0.844,0.772,0.617,-0.988,1.123,1.309,1.054
0.75,0.254,0.331,0.855,0.253,1.242,-1.648,-1.448,1.069,1.149
0.289,0.009,0.525,0.502,-1.272,-0.369,0.614,-1.127,1.184,0.861
0.712,0.95,0.889,0.543,-0.18,-0.177,0.919,-0.748,1.449,1.996
0.79,0.314,0.433,0.718,-0.823,-0.177,-0.921,-0.19,1.678,1.878
0.712,0.935,0.629,0.582,-0.224,-0.177,0.775,0.777,1.038,0.948
0.965,0.436,0.281,0.512,0.002,-2.628,-1.448,-1.127,2.045,2.369
0.712,0.436,0.697,0.792,-0.804,-0.177,-0.712,-0.217,1.572,1.778
0.799,0.738,0.299,0.139,0.725,-0.852,-0.616,-0.072,2.782,3.109
0.556,0.71,0.281,0.947,0.772,1.331,0.983,-2.15,0.782,0.758
0.034,0.806,0.715,0.05,-0.507,-0.177,0.339,2.268,2.552,3.828
0.157,0.866,0.281,0.158,2.057,-2.628,1.878,-1.282,0.87,0.602
0.876,0.95,0.281,0.577,-0.581,0.208,-2.435,0.499,2.028,1.203
0.157,0.866,0.585,0.778,-2.243,-0.696,-0.921,-0.748,0.16,0.118
0.583,0.614,0.208,0.255,0.314,0.398,0.387,-0.161,1.63,1.105
0.661,0.163,0.439,0.152,-0.409,-0.47,-0.196,-0.394,2.911,2.562
0.556,0.866,0.074,0.471,2.057,0.97,-0.872,-0.263,1.287,1.841
0.583,0.826,0.439,0.607,1.04,-0.696,-0.471,0.572,1.143,1.183
0.192,0.637,0.912,0.562,-2.028,-0.696,-0.086,0.729,0.923,1.148
0.468,0.946,0.03,0.749,0.401,-0.177,0.919,0.42,-0.11,-0.121
0.383,0.984,0.401,0.251,1.207,0.617,-0.108,-2.15,1.659,2.269
0.139,0.355,0.273,0.121,-2.028,0.398,-0.547,0.42,2.053,1.481
0.492,0.71,0.851,0.455,-0.507,-1.052,1.747,2.027,0.949,0.5
0.53,0.355,0.226,0.285,-0.507,0.208,-0.404,0.097,1.834,2.23
0.492,0.436,0.912,0.888,0.401,-0.369,-0.347,-0.217,1.268,1.509
0.034,0.355,0.697,0.925,0.002,0.8,-1.19,0.393,0.547,0.309
0.95,0.069,0.324,0.261,-0.804,1.331,-0.347,-0.086,3.139,3.234
0.712,0.637,0.38,0.132,0.401,-0.177,0.339,1.178,2.569,1.625
0.223,0.29,0.918,0.115,0.314,-0.177,-0.083,2.268,2.886,1.621
0.905,0.844,0.585,0.427,0.848,0.398,-1.461,-0.291,2.598,3.831
0.53,0.526,0.226,0.965,0.058,0.617,-0.347,0.335,0.57,0.62
0.75,0.29,0.252,0.896,0.981,0.723,1.112,0.813,1.031,1.477
0.034,0.009,0.008,0.651,0.596,0.723,0.426,-1.831,0.413,0.493
0.492,0.355,0.509,0.197,-1.22,0.174,0.919,0.217,1.94,2.691
0.764,0.95,0.691,0.182,1.04,-1.052,-0.547,1.22,2.885,3.444
0.661,0.738,0.585,0.444,-3,0.8,-0.196,1.22,1.737,1.717
0.905,0.726,0.439,0.06,-0.055,-0.925,0.568,-2.691,3.566,2.167
0.905,0.29,0.424,0.075,-0.409,-2.628,0.775,0.288,3.41,4.039
0.75,0.637,0.034,0.991,-0.507,1.056,1.373,0.66,1.086,1.446
0.209,0.355,0.497,0.56,0.848,0.8,1.297,-1.448,0.557,0.323
0.876,0.607,0.65,0.529,-0.409,1.331,0.133,0.888,2.194,2.862
0.556,0.237,0.087,0.597,-0.866,-1.24,-0.347,0.572,1.046,0.625
0.556,0.425,0.187,0.06,0.772,0.617,0.775,-0.217,3.115,3.536
0.583,0.244,0.629,0.528,-0.765,1.856,-0.515,0.499,1.889,1.143
0.332,0.009,0.935,0.253,1.391,-0.369,0.277,0.288,2.927,2.249
0.672,0.009,0.728,0.099,1.04,1.331,-0.537,-1.748,4.358,3.256
0.935,0.976,0.147,0.421,-2.028,-2.628,-0.872,0.42,1.626,1.08
0.905,0.526,0.462,0.095,0.401,-1.087,0.426,1.227,3.281,2.447
0.102,0.355,0.226,0.333,-0.237,-0.177,0.277,-2.691,0.643,0.875
0.182,0.967,0.832,0.026,0.908,-0.696,0.133,-0.229,3.779,4.002
0.309,0.101,0.275,0.171,-1.22,0.617,0.339,2.268,2.114,2.335
0.289,0.425,0.226,0.683,-0.055,-0.369,-0.196,-1.127,0.337,0.334
0.709,0.935,0.518,0.715,-0.581,-1.052,-1.336,-2.15,1.244,1.017
0.424,0.899,0.143,0.356,-0.409,0.208,-1.19,0.572,1.267,0.779
0.157,0.101,0.883,0.738,0.596,0.398,-0.745,-1.557,1.32,1.053
0.808,0.163,0.67,0.668,1.66,0.398,-1.039,0.551,2.626,2.085
0.003,0.314,0.252,0.888,0.401,-0.177,1.684,0.729,-0.895,-0.704
0.309,0.041,0.949,0.325,1.599,0.174,0.426,0.217,2.603,1.545
0.583,0.562,0.623,0.423,-2.028,-0.177,1.063,-0.017,1.241,0.678
0.069,0.314,0.31,0.75,-1.22,0.8,-1.19,-0.798,0.468,0.353
0.182,0.826,0.074,0.726,1.66,-0.852,-0.778,-1.127,0.234,0.122
0.069,0.637,0.053,0.607,0.314,-2.628,-1.648,-0.748,0.063,0.087
0.235,0.069,0.103,0.763,-1.22,-0.723,1.058,-0.811,0.064,0.082
0.952,0.101,0.974,0.182,-1.508,0.208,1.498,0.572,3.665,4.093
0.424,0.314,0.663,0.698,-2.028,0.398,0.301,-0.161,0.973,0.652
0.129,0.514,0.226,0.247,-0.409,-0.925,-0.471,-0.305,1.018,1.05
0.974,0.355,0.187,0.541,0.401,-0.723,0.671,-0.899,1.583,1.284
0.034,0.254,0.715,0.753,-0.409,0.109,-1.19,-0.394,0.722,0.769
0.069,0.607,0.979,0.833,0.245,0.617,0.023,0.42,0.606,0.489
0.635,0.79,0.034,0.557,-0.18,0.617,0.093,0.572,0.968,1.326
0.844,0.826,0.413,0.47,-0.765,-0.696,0.614,0.42,1.326,0.842
0.223,0.009,0.733,0.807,-0.958,-0.177,2.292,0.288,0.364,0.469
0.332,0.79,0.509,0.204,-1.22,-2.628,-0.347,-0.394,1.417,1.817
0.358,0.29,0.387,0.886,0.401,-0.925,-1.336,-0.58,0.701,0.356
0.712,0.562,0.974,0.164,0.981,-2.628,-0.083,0.856,3.28,4.292
0.276,0.009,0.605,0.634,-0.115,1.056,-0.669,-1.448,1.315,0.665
0.424,0.163,0.349,0.886,0.002,0.398,0.204,-1.448,0.602,0.424
0.712,0.101,0.439,0.158,0.772,-0.177,0.093,0.097,2.992,2.51
0.974,0.637,0.047,0.47,1.31,1.056,-1.039,0.217,2.028,2.788
0.309,0.637,0.65,0.813,-0.507,-0.177,-0.471,0.572,0.527,0.365
0.868,0.866,0.053,0.221,0.076,-1.24,-3,0.217,2.964,3.944
0.79,0.314,0.172,0.465,0.401,-0.925,0.478,1.795,1.459,1.009
0.75,0.009,0.979,0.191,-0.641,-0.696,-0.818,-0.19,4.082,5.773
0.192,0.436,0.203,0.763,2.365,0.398,-1.336,-1.282,0.921,0.522
0.309,0.314,0.754,0.548,-0.823,0.109,0.204,0.097,1.131,0.595
0.79,0.218,0.454,0.707,1.66,-2.628,-0.616,-0.246,1.8,2.608
0.998,0.272,0.31,0.027,-0.18,-0.177,-1.07,-0.394,5.333,6.372
0.583,0.163,0.65,0.044,-3,-0.177,0.523,-0.628,4.055,5.991
0.157,0.738,0.757,0.957,-0.409,-0.925,-0.515,-1.282,0.11,0.156
0.003,0.844,0.629,0.703,1.04,-2.628,0.568,0.097,-0.391,-0.326
0.844,0.562,0.629,0.726,-0.18,1.856,-1.807,-0.597,1.538,1.071
0.635,0.436,0.712,0.265,0.401,-1.132,-1.336,-2.15,2.635,3.209
0.332,0.163,0.129,0.095,-0.409,-0.369,-0.392,-0.748,2.663,2.152
0.79,0.637,0.754,0.536,-0.66,-0.925,0.775,-0.597,1.53,1.79
0.139,0.272,0.584,0.654,1.66,-2.628,-0.669,0.097,0.771,0.902
0.359,0.79,0.03,0.634,-0.224,0.208,0.133,-1.068,0.213,0.308
0.538,0.548,0.544,0.853,-0.625,0.208,-0.083,0.472,0.756,1.117
0.75,0.806,0.771,0.139,0.076,-1.087,-1.336,-1.831,3.351,2.755
0.219,0.314,0.454,0.405,-0.085,-3,0.671,-1.831,0.454,0.58
0.309,0.29,0.387,0.333,0.226,-2.628,-0.547,0.988,1.183,1.556
0,0.866,0.439,0.49,1.04,-0.177,-0.196,-0.748,0.225,0.221
0.712,0.009,0.771,0.414,1.66,-2.628,1.747,0.212,2.244,1.869
0.672,0.101,0.165,0.634,0.253,0.208,0.614,-3,1.244,1.012
0.106,0.355,0.889,0.823,0.002,0.398,0.919,0.42,0.35,0.246
0.935,0.844,0.67,0.936,1.66,1.143,-0.083,-0.454,1.87,2.219
0.538,0.436,0.826,0.108,0.401,1.331,0.4,-0.899,3.591,2.174
0,0.009,0.759,0.014,1.66,-0.852,-0.083,-0.291,4.991,7.046
0.468,0.163,0.331,0.126,0.981,0.398,1.373,-0.316,2.464,1.946
0.974,0.738,0.401,0.996,0.349,-2.628,-0.347,-0.58,0.95,0.798
0.712,0.775,0.331,0.838,0.848,1.056,1.112,-0.58,1.326,1.165
0.952,0.101,0.67,0.05,-0.224,0.723,1.112,0.777,4.698,5.801
0.264,0.866,0.582,0.05,1.58,-0.752,0.204,-0.748,3.071,3.701
0.808,0.237,0.67,0.622,1.04,0.8,-0.669,1.443,2.5,1.523
0.484,0.899,0.544,0.31,-0.055,0.208,-0.778,0.938,1.669,1.197
0.764,0.514,0.901,0.634,-0.055,1.856,-2.435,1.046,1.848,1.033
0.235,0.526,0.331,0.843,2.057,0.97,-1.039,1.348,0.388,0.332
0.635,0.637,0.949,0.912,0.401,0.398,0.983,-0.748,1.114,1.374
0.424,0.041,0.454,0.902,0.401,-2.628,-0.108,2.027,0.661,0.723
0.556,0.79,0.697,0.164,0.401,0.398,-1.448,-0.072,2.905,2.324
0.524,0.548,0.534,0.589,-0.254,-2.628,-0.196,0.499,0.839,1.256
0.583,0.272,0.544,0.016,-0.78,1.242,-0.196,1.443,5.195,2.941
0.468,0.738,0.585,0.115,0.401,0.208,1.232,0.572,2.16,1.6
0.192,0.101,0.07,0.758,0.401,-0.852,0.339,2.027,0.133,0.076
0.905,0.637,0.912,0.099,0.253,0.69,-3,1.123,5.06,3.554
0.102,0.637,0.832,0.108,-1.22,0.8,-0.471,0.003,2.613,1.474
0.86,0.436,0.544,0.417,-1.22,-1.24,0.426,-2.15,1.849,2.518
0.069,0.436,0.645,0.177,-1.594,-0.925,0.133,0.003,1.479,1.508
0.139,0.738,0.853,0.435,1.66,-0.852,-0.616,1.22,1.389,1.78
0.764,0.526,0.051,0.238,-0.581,1.331,0.4,-0.469,2.472,1.242
0.952,0,0.845,0.069,-0.409,0.208,-0.616,-0.768,5.353,4.929
0.332,0.041,0.733,0.084,0.002,0.398,-0.471,0.572,3.603,2.774
0.86,0.935,0.324,0.763,-1.22,0.208,1.878,-0.899,0.458,0.643
0.583,0.726,0.02,0.445,-0.507,-1.052,-1.039,-1.448,1.244,1.26
0.95,0.355,0.838,0.449,-1.22,-0.369,1.112,-0.072,2.293,1.688
0.808,0.562,0.544,0.807,-0.507,0.398,-2.435,-1.448,2.025,1.191
0.538,0.79,0.58,0.206,-0.254,0.398,0.339,1.114,1.96,1.293
0.783,0.738,0.623,0.229,-2.028,1.331,0.204,-0.899,2.758,2.321
0.223,0.562,0.808,0.229,-0.765,1.242,-1.039,-0.161,1.83,2.393
0.034,0.163,0.373,0.954,-0.224,1.242,1.112,-0.161,0.316,0.31
0.182,0.218,0.222,0.763,0.772,-0.369,-1.336,-2.691,0.553,0.555
0.53,0.79,0.008,0.333,0.596,-0.369,-1.07,-1.748,1.475,0.872
0.79,0.069,0.462,0.455,-0.765,1.751,-1.807,-0.973,2.187,2.896
0.192,0.436,0.771,0.139,-0.18,1.331,0.133,0.217,2.556,1.956
0.79,0.272,0.147,0.291,0.136,1.856,0.775,0.335,2.72,3.049
0.672,0.78,0.534,0.174,-0.085,0.398,-0.959,-0.597,2.72,2.954
0.828,0.314,0.103,0.301,-0.894,-1.052,0.133,0.777,2.038,2.256
0.635,0.614,0.942,0.609,-0.055,0.8,-0.347,0.393,2.038,1.797
0.192,0.163,0.273,0.599,0.596,-0.852,0.023,-0.246,0.447,0.447
0.538,0.935,0.281,0.941,-0.409,1.056,0.478,-0.017,0.476,0.674
0.672,0.29,0.087,0.707,1.04,-2.628,2.292,-0.394,0.316,0.26
0.223,0.738,0.122,0.684,-0.055,-0.852,0.523,0.335,-0.294,-0.162
0.672,0.637,0.989,0.502,-0.18,0.208,0.133,-1.068,2.092,1.365
0.093,0.738,0.123,0.471,0.848,-0.177,-1.448,0.856,0.667,0.779
0.44,0.436,0.156,0.738,-1.22,-0.47,-0.347,0.335,0.539,0.615
0.952,0.844,0.217,0.828,-0.866,-2.628,1.498,1.348,0.366,0.431
0.209,0.254,0.765,0.562,0.314,-1.24,-0.083,0.184,0.946,0.694
0.332,0,0.373,0.811,0.136,-0.47,-0.669,-0.58,1.116,0.915
0.876,0.915,0.67,0.659,-0.099,1.331,0.602,0.335,1.918,1.335
0.896,0.738,0.561,0.673,2.365,0.8,-1.048,1.443,2.457,3.28
0.672,0.009,0.949,0.886,-0.625,-0.369,-0.471,-0.412,2.273,1.261
0.808,0.548,0.226,0.757,0.956,-0.723,-2.435,-0.445,1.933,1.543
0.58,0.009,0.881,0.194,1.66,-1.24,-1.688,-0.899,4.107,2.366
0.016,0.254,0.065,0.427,1.391,0.723,-0.124,-1.282,0.843,1.232
0.332,0.314,0.25,0.885,-0.055,-0.925,0.568,0.938,-0.024,-0.033
0.832,0.355,0.302,0.947,-0.507,-0.369,1.325,-0.454,0.654,0.788
0.106,0.562,0.889,0.427,1.04,-0.696,0.478,-1.448,1.085,1.428
0.492,0.314,0.929,0.896,0.772,0.398,1.684,2.268,0.859,0.833
0.85,0.314,0.942,0.586,-2.028,-2.628,-0.138,-0.748,2.211,1.789
0.223,0.436,0.331,0.589,-0.409,-2.628,-0.083,1.24,0.153,0.128
0.583,0.436,0.901,0.069,0.596,0.398,0.077,-0.628,3.92,5.267
0.332,0.314,0.203,0.888,0.136,0.8,-0.669,-2.691,0.575,0.455
0.309,0.866,0.497,0.291,0.596,-2.628,-0.515,0.66,1.013,1.31
0.332,0.436,0.424,0.599,-0.237,0.208,-3,0.212,1.567,1.129
0.905,0.976,0.252,0.621,0.772,-1.052,-0.196,-1.748,1.181,0.668
0.192,0.514,0.25,0.794,-1.266,0.8,-1.19,-0.899,0.448,0.653
0.571,0.726,0.116,0.817,-1.508,-0.437,0.204,-0.316,0.315,0.348
0.309,0.041,0.771,0.726,-0.055,-0.369,-0.959,0.572,1.534,1.403
0.157,0.562,0.506,0.027,0.401,0.69,-0.616,0.003,3.729,3.31
0.538,0.355,0.02,0.05,0.596,-0.369,0.775,-0.899,3.126,4.184
0.53,0.78,0.518,0.763,-0.507,-3,0.523,-2.15,0.18,0.139
0.75,0.009,0.989,0.278,0.596,1.331,1.112,1.443,4.039,4.876
0.712,0.79,0.942,0.075,1.04,0.398,1.498,0.66,3.703,2.652
0.468,0.95,0.989,0.441,1.04,-0.696,0.075,-0.19,1.804,1.217
0.672,0.548,0.629,0.333,0.229,0.208,-0.669,2.268,2.219,1.908
0.139,0.806,0.31,0.084,2.057,-0.696,-2.435,0.003,3,2.408
0.235,0.101,0.518,0.644,1.391,-1.154,0.204,1.046,0.928,1.091
0.383,0.526,0.486,0.476,-1.22,0.723,-0.921,-0.291,1.383,0.894
0.556,0.806,0.331,0.39,-0.115,-0.925,-0.083,-0.291,1.115,1.395
0.332,0.526,0.65,0.778,-0.998,-1.052,-0.515,-0.973,0.612,0.594
0.952,0.548,0.832,0.33,0.956,-0.925,0.671,0.335,2.72,1.652
0.117,0.101,0.172,0.682,-0.804,0.723,2.247,1.123,-0.219,-0.191
0.309,0.041,0.585,0.06,0.002,0.617,0.775,-1.448,3.416,2.906
0.538,0.866,0.577,0.809,-0.18,-0.177,0.775,0.572,0.36,0.484
0.672,0.967,0.697,0.722,-0.055,-0.369,-1.19,0.288,1.392,1.558
0.034,0.355,0.331,0.143,-0.409,-0.177,1.878,1.443,0.938,1.235
0.258,0.101,0.67,0.662,0.772,-0.852,1.034,0.856,0.626,0.679
0.624,0.562,0.165,0.222,-0.765,-0.696,0.614,-0.748,1.686,2.22
0.538,0.163,0.483,0.846,0.314,-0.369,0.339,-0.469,0.854,1.205
0.86,0.069,0.739,0.634,1.391,-0.177,1.034,-0.58,2.282,1.887
0.44,0.163,0.495,0.609,0.596,0.109,-0.347,-2.15,1.267,1.617
0.117,0.806,0.585,0.108,-0.085,0.8,0.133,1.257,2.009,1.746
0.661,0.009,0.424,0.75,-0.507,-0.852,-0.745,0.888,1.735,1.408
0.764,0.041,0.901,0.423,-0.581,-0.369,-1.448,1.443,3.28,3.928
0.998,0.738,0,0.604,-0.581,-1.052,-2.435,1.348,2.117,2.327
0.844,0.101,0.65,0.382,1.391,-0.437,1.112,0.003,2.53,2.381
0.034,0.436,0.771,0.309,1.66,1.143,-0.616,0.217,1.608,0.827
0.025,0.314,0.542,0.2,0.848,-0.177,-0.347,0.988,1.645,1.475
0.289,0.866,0.942,0.985,-1.594,0.97,-1.07,-1.282,0.487,0.67
0.235,0.548,0.158,0.731,-0.409,0.398,-0.669,-0.778,0.274,0.385
0.332,0.163,0.67,0.665,0.076,1.056,1.498,0.288,1.579,1.984
0.302,0.218,0.331,0.582,0.981,-0.696,0.473,-0.412,0.727,1.023
0.492,0.314,0.316,0.543,1.329,-2.628,-0.872,-1.068,1.325,1.764
0.556,0.738,0.387,0.833,-0.409,0.723,-0.616,2.268,0.831,0.48
0.672,0.069,0.525,0.554,0.401,-2.628,-0.745,0.088,1.806,2.37
0.635,0.436,0.034,0.404,0.401,0.617,0.301,0.217,1.454,2.007
0.672,0.562,0.881,0.654,0.401,1.056,1.878,0.572,2.28,2.129
0.832,0.726,0.617,0.2,-0.958,-0.696,0.023,-0.291,2.599,3.027
0.106,0.436,0.617,0.912,0.136,-0.437,0.523,1.443,-0.192,-0.284
0.965,0.355,0.25,0.221,0.772,0.398,-2.435,1.046,3.532,2.5
0.583,0.984,0.739,0.468,0.002,-2.628,0.387,-0.469,1.013,1.455
0.583,0.436,0.949,0.683,0.136,-1.132,0.204,1.24,1.525,0.788
0.411,0.946,0.486,0.9,-0.625,0.617,0.014,1.24,0.249,0.233
0.974,0.069,0.568,0.609,0.136,-0.177,1.112,2.268,2.008,1.794
0.152,0.976,0.663,0.755,1.309,1.331,-1.648,0.813,0.212,0.269
0.276,0.637,0.715,0.285,0.002,-0.47,0.133,0.335,1.393,1.485
0.764,0.314,0.316,0.306,-0.11,-0.47,0.133,0.003,2.049,2.474
0.974,0.163,0.697,0.37,-3,0.617,0.523,0.393,2.846,3.169
0.79,0.71,0.845,0.237,-0.804,0.208,1.112,-0.217,2.46,3.652
0.332,0.738,0.949,0.869,-0.055,-1.132,0.568,-1.574,0.513,0.451
0.672,0.976,0.226,0.955,1.66,0.398,-2.435,-0.263,1.454,1.785
0.157,0.355,0.608,0.027,0.136,0.109,0.775,1.443,3.453,2.392
0.53,0.436,0.103,0.196,0.596,0.208,-0.959,-0.072,2.27,1.315
0.309,0.101,0.226,0.245,-0.581,0.208,-0.669,1.114,1.933,2.509
0.332,0.29,0.424,0.356,-0.507,-0.369,-1.807,-0.394,1.794,2.668
0.556,0.637,0.281,0.247,1.391,-0.177,-0.347,-0.973,2.072,1.529
0.209,0.425,0.226,0.108,0.596,-0.177,-1.039,1.046,2.307,2.552
0.27,0.726,0.143,0.382,-0.765,0.617,-0.404,-0.973,0.875,0.683
0.44,0.218,0.008,0.209,0.259,0.208,2.513,-0.072,1.179,1.69
0.86,0.866,0.509,0.968,-0.581,-2.628,-0.083,0.003,0.715,0.821
0.069,0.425,0.872,0.789,0.981,0.109,0.614,0.097,0.497,0.345
0.332,0.738,0.771,0.833,1.04,1.331,-0.872,0.097,0.832,0.971
0.424,0.436,0.749,0.003,-0.055,0.109,1.067,0.572,6.184,5.887
0.876,0.915,0.889,0.803,-3,-0.437,1.684,-0.394,1.126,1.396
0.672,0.355,0.746,0.345,0.314,-0.696,1.684,0.217,1.693,2.053
0.808,0.71,0.187,0.813,0.314,0.398,-0.347,0.551,1.038,0.776
0.799,0.514,0.76,0.925,2.365,-0.925,-0.921,0.097,2.073,3.104
0.808,0.314,0.629,0.806,0.596,-0.177,0.204,-0.899,1.467,1.168
0.672,0.163,0.087,0.813,-0.409,-2.628,-1.648,-3,1.286,0.813
0.974,0.637,0.746,0.164,1.599,0.723,-0.745,-2.15,4.055,3.048
0.965,0.218,0.123,0.888,-0.601,-0.177,0.919,0.472,1.16,0.705
0.974,0.866,0.853,0.566,1.66,-1.052,-0.515,-0.394,2.549,3.601
0.905,0.866,0.415,0.882,-2.028,-0.177,1.288,0.777,0.638,0.493
0.235,0.614,0.645,0.12,-0.601,-0.369,-0.921,-2.691,2.424,2.519
0.003,0.436,0.415,0.177,-0.129,0.617,-0.712,1.443,1.583,1.424
0.571,0.436,0.838,0.659,-1.266,0.723,-1.461,-0.748,2.098,1.398
0.332,0.06,0.057,0.597,-0.085,-2.628,-0.083,-0.394,0.651,0.344
0.062,0.355,0.663,0.817,0.772,1.331,0.339,-0.412,0.494,0.545
0.309,0.514,0.02,0.661,2.365,-0.177,0.983,0.572,0.43,0.565
0.003,0.6,0.143,0.49,0.259,1.331,0.387,-0.394,0.309,0.228
0.85,0.244,0.989,0.257,-1.22,-1.052,-0.872,0.712,3.571,4.851
0.365,0.95,0.853,0.514,1.66,-0.696,0.426,1.443,1.229,0.895
0.003,0.844,0.506,0.05,1.391,-0.696,0.775,-1.127,2.314,3.179
0.309,0.915,0.765,0.12,-1.508,1.331,0.775,0.313,2.739,2.284
0.069,0.355,0.249,0.947,-2.028,0.8,0.523,-0.899,-0.349,-0.275
0.424,0.899,0.034,0.879,-0.055,0.398,-1.448,-0.748,0.441,0.439
0.808,0.355,0.757,0.89,0.772,-2.628,-0.988,0.288,1.621,2.225
0.484,0.355,0.585,0.749,-1.22,1.331,0.478,-0.748,1.293,1.255
